call,M,K,N,K_w,cores,ns,cfg,gather_in0,act,in0_mem,in1_mem,in1_dtype,out_mem,bias,fidelity,pm_ideal_ns,fpu_util
3231744,32,4096,151936,4096,44,3548021.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,2246472.0,
2823168,32,12288,4096,12288,64,222429.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,181686.0,
2343936,32,12288,4096,12288,64,222391.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,181686.0,
2528256,32,12288,4096,12288,64,222237.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,181686.0,
2786304,32,12288,4096,12288,64,222205.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,181686.0,
2491392,32,12288,4096,12288,64,222152.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,181686.0,
2675712,32,12288,4096,12288,64,222038.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,181686.0,
2970624,32,12288,4096,12288,60,222010.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,181686.0,
2454528,32,12288,4096,12288,64,222006.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,181686.0,
1938432,32,12288,4096,12288,64,221948.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,181686.0,
2601984,32,12288,4096,12288,64,221912.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,181686.0,
2712576,32,12288,4096,12288,64,221886.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,181686.0,
2085888,32,12288,4096,12288,64,221850.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,181686.0,
2122752,32,12288,4096,12288,64,221824.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,181686.0,
2012160,32,12288,4096,12288,64,221819.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,181686.0,
2270208,32,12288,4096,12288,64,221803.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,181686.0,
2933760,32,12288,4096,12288,60,221797.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,181686.0,
2159616,32,12288,4096,12288,64,221784.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,181686.0,
2233344,32,12288,4096,12288,64,221784.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,181686.0,
2860032,32,12288,4096,12288,64,221782.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,181686.0,
2749440,32,12288,4096,12288,64,221768.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,181686.0,
2417664,32,12288,4096,12288,64,221739.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,181686.0,
2049024,32,12288,4096,12288,64,221680.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,181686.0,
2638848,32,12288,4096,12288,64,221662.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,181686.0,
