op_id,replay,op_name,cores,duration_ns
3231744,1,MatmulDeviceOperation,44,3548021.0
1854464,,MatmulDeviceOperation,64,3547946.0
1857536,,ArgMaxDeviceOperation,64,2730019.0
3234816,1,ArgMaxDeviceOperation,44,2726708.0
396288,,CopyDeviceOperation,64,856526.0
296960,,CopyDeviceOperation,64,830911.0
365568,,CopyDeviceOperation,64,822442.0
399360,,CopyDeviceOperation,64,819205.0
439296,,CopyDeviceOperation,64,817318.0
337920,,CopyDeviceOperation,64,811989.0
429056,,CopyDeviceOperation,64,811619.0
404480,,CopyDeviceOperation,64,808764.0
425984,,CopyDeviceOperation,64,801636.0
361472,,CopyDeviceOperation,64,801292.0
362496,,CopyDeviceOperation,64,798338.0
344064,,CopyDeviceOperation,64,797751.0
473088,,CopyDeviceOperation,64,797180.0
348160,,CopyDeviceOperation,64,796763.0
436224,,CopyDeviceOperation,64,795880.0
322560,,CopyDeviceOperation,64,795595.0
458752,,CopyDeviceOperation,64,793650.0
401408,,CopyDeviceOperation,64,793065.0
422912,,CopyDeviceOperation,64,792628.0
350208,,CopyDeviceOperation,64,790981.0
388096,,CopyDeviceOperation,64,790776.0
427008,,CopyDeviceOperation,64,790285.0
299008,,CopyDeviceOperation,64,790204.0
377856,,CopyDeviceOperation,64,790123.0
406528,,CopyDeviceOperation,64,789285.0
457728,,CopyDeviceOperation,64,788913.0
435200,,CopyDeviceOperation,64,788361.0
347136,,CopyDeviceOperation,64,787695.0
318464,,CopyDeviceOperation,64,786974.0
480256,,CopyDeviceOperation,64,786607.0
319488,,CopyDeviceOperation,64,786224.0
474112,,CopyDeviceOperation,64,786028.0
389120,,CopyDeviceOperation,64,785611.0
450560,,CopyDeviceOperation,64,785084.0
472064,,CopyDeviceOperation,64,784526.0
376832,,CopyDeviceOperation,64,784301.0
378880,,CopyDeviceOperation,64,782866.0
325632,,CopyDeviceOperation,64,782668.0
334848,,CopyDeviceOperation,64,782578.0
448512,,CopyDeviceOperation,64,782510.0
