op_id,replay,op_name,cores,duration_ns
295936,,CopyDeviceOperation,64,2125419.0
1393664,,MatmulDeviceOperation,64,1301708.0
2427904,1,MatmulDeviceOperation,63,1299775.0
217088,,CopyDeviceOperation,64,1000924.0
361472,,CopyDeviceOperation,64,990478.0
243712,,CopyDeviceOperation,64,949406.0
241664,,CopyDeviceOperation,64,939333.0
290816,,CopyDeviceOperation,64,938565.0
253952,,CopyDeviceOperation,64,936652.0
233472,,CopyDeviceOperation,64,934608.0
309248,,CopyDeviceOperation,64,934095.0
214016,,CopyDeviceOperation,64,933878.0
246784,,CopyDeviceOperation,64,933751.0
207872,,CopyDeviceOperation,64,932244.0
198656,,CopyDeviceOperation,64,930144.0
289792,,CopyDeviceOperation,64,929916.0
288768,,CopyDeviceOperation,64,929586.0
252928,,CopyDeviceOperation,64,929543.0
201728,,CopyDeviceOperation,64,929419.0
236544,,CopyDeviceOperation,64,929311.0
291840,,CopyDeviceOperation,64,929046.0
228352,,CopyDeviceOperation,64,928695.0
336896,,CopyDeviceOperation,64,928421.0
285696,,CopyDeviceOperation,64,927160.0
313344,,CopyDeviceOperation,64,926993.0
315392,,CopyDeviceOperation,64,926186.0
212992,,CopyDeviceOperation,64,925896.0
226304,,CopyDeviceOperation,64,925735.0
250880,,CopyDeviceOperation,64,925556.0
300032,,CopyDeviceOperation,64,925305.0
234496,,CopyDeviceOperation,64,925065.0
223232,,CopyDeviceOperation,64,924687.0
274432,,CopyDeviceOperation,64,924439.0
317440,,CopyDeviceOperation,64,923770.0
362496,,CopyDeviceOperation,64,920853.0
312320,,CopyDeviceOperation,64,920688.0
203776,,CopyDeviceOperation,64,920110.0
273408,,CopyDeviceOperation,64,919215.0
356352,,CopyDeviceOperation,64,918898.0
230400,,CopyDeviceOperation,64,918810.0
202752,,CopyDeviceOperation,64,918718.0
314368,,CopyDeviceOperation,64,916793.0
344064,,CopyDeviceOperation,64,915834.0
353280,,CopyDeviceOperation,64,914437.0
206848,,CopyDeviceOperation,64,913769.0
271360,,CopyDeviceOperation,64,912849.0
270336,,CopyDeviceOperation,64,912821.0
277504,,CopyDeviceOperation,64,912459.0
272384,,CopyDeviceOperation,64,912092.0
225280,,CopyDeviceOperation,64,909419.0
249856,,CopyDeviceOperation,64,908481.0
302080,,CopyDeviceOperation,64,908059.0
239616,,CopyDeviceOperation,64,907616.0
294912,,CopyDeviceOperation,64,906881.0
319488,,CopyDeviceOperation,64,906782.0
305152,,CopyDeviceOperation,64,906510.0
262144,,CopyDeviceOperation,64,905845.0
