call,M,K,N,K_w,cores,ns,cfg,gather_in0,act,in0_mem,in1_mem,in1_dtype,out_mem,bias,fidelity,pm_ideal_ns,fpu_util
3231744,32,4096,151936,4096,44,3548037.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,2246472.0,
2528256,32,12288,4096,12288,64,222486.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,181686.0,
2417664,32,12288,4096,12288,64,222348.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,181686.0,
2343936,32,12288,4096,12288,64,222136.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,181686.0,
2196480,32,12288,4096,12288,64,222132.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,181686.0,
2565120,32,12288,4096,12288,64,222036.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,181686.0,
2638848,32,12288,4096,12288,64,222003.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,181686.0,
2380800,32,12288,4096,12288,64,221964.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,181686.0,
2159616,32,12288,4096,12288,64,221954.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,181686.0,
2270208,32,12288,4096,12288,64,221954.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,181686.0,
2122752,32,12288,4096,12288,64,221868.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,181686.0,
2970624,32,12288,4096,12288,60,221840.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,181686.0,
