op_id,replay,op_name,cores,duration_ns
2424832,1,MatmulDeviceOperation,63,2976964.0
1391616,,MatmulDeviceOperation,64,2973720.0
1394688,,ArgMaxDeviceOperation,64,2321265.0
2427904,1,ArgMaxDeviceOperation,63,2317902.0
337920,,CopyDeviceOperation,64,844982.0
268288,,CopyDeviceOperation,64,843046.0
329728,,CopyDeviceOperation,64,826311.0
282624,,CopyDeviceOperation,64,818067.0
269312,,CopyDeviceOperation,64,816533.0
237568,,CopyDeviceOperation,64,811403.0
340992,,CopyDeviceOperation,64,810971.0
310272,,CopyDeviceOperation,64,807795.0
232448,,CopyDeviceOperation,64,806832.0
211968,,CopyDeviceOperation,64,804882.0
245760,,CopyDeviceOperation,64,801742.0
345088,,CopyDeviceOperation,64,799204.0
224256,,CopyDeviceOperation,64,798915.0
297984,,CopyDeviceOperation,64,797182.0
322560,,CopyDeviceOperation,64,795796.0
357376,,CopyDeviceOperation,64,795373.0
284672,,CopyDeviceOperation,64,793380.0
244736,,CopyDeviceOperation,64,793280.0
263168,,CopyDeviceOperation,64,792300.0
319488,,CopyDeviceOperation,64,791095.0
220160,,CopyDeviceOperation,64,790978.0
231424,,CopyDeviceOperation,64,789122.0
350208,,CopyDeviceOperation,64,789037.0
302080,,CopyDeviceOperation,64,788433.0
307200,,CopyDeviceOperation,64,785874.0
309248,,CopyDeviceOperation,64,784760.0
235520,,CopyDeviceOperation,64,783913.0
328704,,CopyDeviceOperation,64,783418.0
351232,,CopyDeviceOperation,64,782020.0
356352,,CopyDeviceOperation,64,781934.0
222208,,CopyDeviceOperation,64,778568.0
286720,,CopyDeviceOperation,64,770452.0
243712,,CopyDeviceOperation,64,611773.0
355328,,CopyDeviceOperation,64,611638.0
315392,,CopyDeviceOperation,64,611518.0
202752,,CopyDeviceOperation,64,608122.0
214016,,CopyDeviceOperation,64,607771.0
360448,,CopyDeviceOperation,64,607592.0
311296,,CopyDeviceOperation,64,606782.0
270336,,CopyDeviceOperation,64,606305.0
301056,,CopyDeviceOperation,64,606137.0
338944,,CopyDeviceOperation,64,605988.0
229376,,CopyDeviceOperation,64,605949.0
249856,,CopyDeviceOperation,64,605500.0
233472,,CopyDeviceOperation,64,605498.0
288768,,CopyDeviceOperation,64,605040.0
262144,,CopyDeviceOperation,64,604820.0
313344,,CopyDeviceOperation,64,604421.0
347136,,CopyDeviceOperation,64,603823.0
277504,,CopyDeviceOperation,64,603606.0
239616,,CopyDeviceOperation,64,603523.0
304128,,CopyDeviceOperation,64,603451.0
206848,,CopyDeviceOperation,64,602854.0
318464,,CopyDeviceOperation,64,602351.0
226304,,CopyDeviceOperation,64,602126.0
198656,,CopyDeviceOperation,64,601854.0
361472,,CopyDeviceOperation,64,601850.0
274432,,CopyDeviceOperation,64,601148.0
312320,,CopyDeviceOperation,64,600970.0
273408,,CopyDeviceOperation,64,600753.0
289792,,CopyDeviceOperation,64,600557.0
208896,,CopyDeviceOperation,64,600463.0
252928,,CopyDeviceOperation,64,600377.0
285696,,CopyDeviceOperation,64,600200.0
326656,,CopyDeviceOperation,64,600081.0
250880,,CopyDeviceOperation,64,599711.0
272384,,CopyDeviceOperation,64,599688.0
241664,,CopyDeviceOperation,64,599382.0
230400,,CopyDeviceOperation,64,599137.0
215040,,CopyDeviceOperation,64,599090.0
203776,,CopyDeviceOperation,64,598815.0
294912,,CopyDeviceOperation,64,598714.0
271360,,CopyDeviceOperation,64,598569.0
207872,,CopyDeviceOperation,64,598559.0
291840,,CopyDeviceOperation,64,598429.0
234496,,CopyDeviceOperation,64,598419.0
236544,,CopyDeviceOperation,64,598407.0
314368,,CopyDeviceOperation,64,597892.0
299008,,CopyDeviceOperation,64,597778.0
290816,,CopyDeviceOperation,64,597299.0
217088,,CopyDeviceOperation,64,597177.0
352256,,CopyDeviceOperation,64,597036.0
225280,,CopyDeviceOperation,64,596797.0
223232,,CopyDeviceOperation,64,596676.0
201728,,CopyDeviceOperation,64,596109.0
212992,,CopyDeviceOperation,64,595886.0
342016,,CopyDeviceOperation,64,595877.0
228352,,CopyDeviceOperation,64,595758.0
316416,,CopyDeviceOperation,64,595640.0
253952,,CopyDeviceOperation,64,595068.0
335872,,CopyDeviceOperation,64,595013.0
343040,,CopyDeviceOperation,64,594659.0
246784,,CopyDeviceOperation,64,594301.0
336896,,CopyDeviceOperation,64,593990.0
275456,,CopyDeviceOperation,64,593412.0
308224,,CopyDeviceOperation,64,592887.0
300032,,CopyDeviceOperation,64,411613.0
258048,,CopyDeviceOperation,64,409692.0
247808,,CopyDeviceOperation,64,406442.0
242688,,CopyDeviceOperation,64,405037.0
353280,,CopyDeviceOperation,64,404598.0
296960,,CopyDeviceOperation,64,403396.0
359424,,CopyDeviceOperation,64,403326.0
218112,,CopyDeviceOperation,64,402241.0
283648,,CopyDeviceOperation,64,401286.0
293888,,CopyDeviceOperation,64,400551.0
317440,,CopyDeviceOperation,64,400538.0
324608,,CopyDeviceOperation,64,400303.0
327680,,CopyDeviceOperation,64,398935.0
325632,,CopyDeviceOperation,64,397176.0
287744,,CopyDeviceOperation,64,396748.0
332800,,CopyDeviceOperation,64,396368.0
238592,,CopyDeviceOperation,64,395606.0
257024,,CopyDeviceOperation,64,394384.0
209920,,CopyDeviceOperation,64,393583.0
292864,,CopyDeviceOperation,64,393319.0
321536,,CopyDeviceOperation,64,393161.0
199680,,CopyDeviceOperation,64,392209.0
251904,,CopyDeviceOperation,64,391023.0
344064,,CopyDeviceOperation,64,390530.0
248832,,CopyDeviceOperation,64,390124.0
280576,,CopyDeviceOperation,64,389997.0
333824,,CopyDeviceOperation,64,388774.0
348160,,CopyDeviceOperation,64,388371.0
266240,,CopyDeviceOperation,64,386311.0
200704,,CopyDeviceOperation,64,385147.0
204800,,CopyDeviceOperation,64,384413.0
227328,,CopyDeviceOperation,64,382847.0
278528,,CopyDeviceOperation,64,280532.0
323584,,CopyDeviceOperation,64,265669.0
339968,,CopyDeviceOperation,64,264114.0
264192,,CopyDeviceOperation,64,263127.0
260096,,CopyDeviceOperation,64,262293.0
265216,,CopyDeviceOperation,64,262184.0
259072,,CopyDeviceOperation,64,261645.0
354304,,CopyDeviceOperation,64,260840.0
281600,,CopyDeviceOperation,64,260321.0
334848,,CopyDeviceOperation,64,260151.0
240640,,CopyDeviceOperation,64,259393.0
303104,,CopyDeviceOperation,64,258702.0
261120,,CopyDeviceOperation,64,258444.0
331776,,CopyDeviceOperation,64,258344.0
256000,,CopyDeviceOperation,64,258073.0
221184,,CopyDeviceOperation,64,258037.0
219136,,CopyDeviceOperation,64,257756.0
210944,,CopyDeviceOperation,64,257457.0
254976,,CopyDeviceOperation,64,256334.0
330752,,CopyDeviceOperation,64,256297.0
205824,,CopyDeviceOperation,64,256166.0
320512,,CopyDeviceOperation,64,255977.0
305152,,CopyDeviceOperation,64,255737.0
349184,,CopyDeviceOperation,64,255251.0
295936,,CopyDeviceOperation,64,255074.0
216064,,CopyDeviceOperation,64,254567.0
267264,,CopyDeviceOperation,64,254376.0
1112064,,MatmulDeviceOperation,64,253886.0
1776640,1,MatmulDeviceOperation,64,253715.0
774144,,MatmulDeviceOperation,64,253481.0
306176,,CopyDeviceOperation,64,253478.0
1530880,1,MatmulDeviceOperation,64,253286.0
1469440,1,MatmulDeviceOperation,64,253265.0
1930240,1,MatmulDeviceOperation,64,253263.0
958464,,MatmulDeviceOperation,64,253187.0
1715200,1,MatmulDeviceOperation,64,253171.0
1868800,1,MatmulDeviceOperation,64,253160.0
