call,M,K,N,K_w,cores,ns,cfg,gather_in0,act,in0_mem,in1_mem,in1_dtype,out_mem,bias,fidelity,pm_ideal_ns,fpu_util
3119104,32,2560,151936,2560,48,2239645.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,1404045.0,
1785856,32,2560,9728,2560,61,136105.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,89896.0,
1937408,32,2560,9728,2560,61,135687.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,89896.0,
2770944,32,2560,9728,2560,57,135619.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,89896.0,
1975296,32,2560,9728,2560,61,135593.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,89896.0,
1861632,32,2560,9728,2560,61,135121.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,89896.0,
2998272,32,2560,9728,2560,45,134986.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,89896.0,
2505728,32,2560,9728,2560,61,134848.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,89896.0,
3074048,32,2560,9728,2560,45,134744.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,89896.0,
2429952,32,2560,9728,2560,61,134676.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,89896.0,
2354176,32,2560,9728,2560,61,134471.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,89896.0,
2278400,32,2560,9728,2560,61,134343.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,89896.0,
2543616,32,2560,9728,2560,61,134117.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,89896.0,
2467840,32,2560,9728,2560,61,134000.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,89896.0,
1899520,32,2560,9728,2560,61,133969.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,89896.0,
2240512,32,2560,9728,2560,61,133966.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,89896.0,
