call,M,K,N,K_w,cores,ns,cfg,gather_in0,act,in0_mem,in1_mem,in1_dtype,out_mem,bias,fidelity,pm_ideal_ns,fpu_util
1556480,32,2048,131072,2048,64,1519828.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,968992.0,
1030144,32,8192,2048,8192,64,88018.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,60562.0,
1204224,32,8192,2048,8192,64,87996.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,60562.0,
1169408,32,8192,2048,8192,64,87873.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,60562.0,
1517568,32,8192,2048,8192,64,87843.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,60562.0,
1482752,32,8192,2048,8192,64,87814.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,60562.0,
1099776,32,8192,2048,8192,64,87812.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,60562.0,
1064960,32,8192,2048,8192,64,87788.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,60562.0,
1378304,32,8192,2048,8192,64,87774.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,60562.0,
1552384,32,8192,2048,8192,64,87770.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,60562.0,
1413120,32,8192,2048,8192,64,87664.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,60562.0,
1134592,32,8192,2048,8192,64,87573.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,60562.0,
1308672,32,8192,2048,8192,64,87553.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,60562.0,
1273856,32,8192,2048,8192,64,87515.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,60562.0,
1239040,32,8192,2048,8192,64,87503.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,60562.0,
1447936,32,8192,2048,8192,64,87462.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,60562.0,
1343488,32,8192,2048,8192,64,87436.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,60562.0,
960512,32,8192,2048,8192,64,87432.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,60562.0,
995328,32,8192,2048,8192,64,87309.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,60562.0,
