call,M,K,N,K_w,cores,ns,cfg,gather_in0,act,in0_mem,in1_mem,in1_dtype,out_mem,bias,fidelity,pm_ideal_ns,fpu_util
2427904,32,4096,32768,4096,63,1299775.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,484496.0,
1652736,32,4096,14336,4096,64,260389.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
2174976,32,4096,14336,4096,64,260080.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
1990656,32,4096,14336,4096,64,260033.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
1468416,32,4096,14336,4096,64,259987.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
2359296,32,4096,14336,4096,64,259622.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
1744896,32,4096,14336,4096,64,259585.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
2113536,32,4096,14336,4096,64,259584.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
2204672,32,4096,14336,4096,64,259554.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
1775616,32,4096,14336,4096,64,259547.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
2296832,32,4096,14336,4096,64,259470.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
2328576,32,4096,14336,4096,64,259423.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
2420736,32,4096,14336,4096,64,259395.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
2021376,32,4096,14336,4096,64,259354.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
1683456,32,4096,14336,4096,64,259345.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
1866752,32,4096,14336,4096,64,259340.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
1560576,32,4096,14336,4096,64,259318.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
2051072,32,4096,14336,4096,64,259304.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
1590272,32,4096,14336,4096,64,259296.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
1499136,32,4096,14336,4096,64,259290.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
2205696,32,4096,14336,4096,64,259234.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
1836032,32,4096,14336,4096,64,259227.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
1898496,32,4096,14336,4096,64,259217.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
1806336,32,4096,14336,4096,64,259207.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
1714176,32,4096,14336,4096,64,259167.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
1929216,32,4096,14336,4096,64,259158.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
2390016,32,4096,14336,4096,64,259153.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
2419712,32,4096,14336,4096,64,259128.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
1529856,32,4096,14336,4096,64,259124.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
2081792,32,4096,14336,4096,64,259119.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
1651712,32,4096,14336,4096,64,259106.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
2144256,32,4096,14336,4096,64,259094.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
1897472,32,4096,14336,4096,64,259065.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
1867776,32,4096,14336,4096,64,259018.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
1959936,32,4096,14336,4096,64,258950.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
2297856,32,4096,14336,4096,64,258914.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
1591296,32,4096,14336,4096,64,258895.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
2052096,32,4096,14336,4096,64,258870.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
1774592,32,4096,14336,4096,64,258868.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
2266112,32,4096,14336,4096,64,258847.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
2082816,32,4096,14336,4096,64,258744.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
1805312,32,4096,14336,4096,64,258720.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
2358272,32,4096,14336,4096,64,258712.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
1528832,32,4096,14336,4096,64,258644.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
2020352,32,4096,14336,4096,64,258615.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
1958912,32,4096,14336,4096,64,258613.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
1837056,32,4096,14336,4096,64,258463.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
2267136,32,4096,14336,4096,64,258454.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
2236416,32,4096,14336,4096,64,258451.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
1498112,32,4096,14336,4096,64,258398.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
1620992,32,4096,14336,4096,64,258394.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
1622016,32,4096,14336,4096,64,258323.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
2388992,32,4096,14336,4096,64,258260.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
1559552,32,4096,14336,4096,64,258167.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
2112512,32,4096,14336,4096,64,258088.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
2235392,32,4096,14336,4096,64,258067.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
1743872,32,4096,14336,4096,64,258027.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
2143232,32,4096,14336,4096,64,258013.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
1713152,32,4096,14336,4096,64,257872.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
1989632,32,4096,14336,4096,64,257866.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
1467392,32,4096,14336,4096,64,257791.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
2327552,32,4096,14336,4096,64,257718.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
1682432,32,4096,14336,4096,64,257717.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
1928192,32,4096,14336,4096,64,257697.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,211967.0,
