op_id,replay,op_name,cores,duration_ns
2264064,1,ArgMaxDeviceOperation,64,713066.0
1263616,,ArgMaxDeviceOperation,64,712394.0
1260544,,MatmulDeviceOperation,64,686422.0
2260992,1,MatmulDeviceOperation,64,683530.0
230400,,CopyDeviceOperation,64,439156.0
248832,,CopyDeviceOperation,64,420093.0
263168,,CopyDeviceOperation,64,418208.0
214016,,CopyDeviceOperation,64,412963.0
244736,,CopyDeviceOperation,64,404094.0
237568,,CopyDeviceOperation,64,402917.0
247808,,CopyDeviceOperation,64,400850.0
219136,,CopyDeviceOperation,64,400428.0
235520,,CopyDeviceOperation,64,399818.0
198656,,CopyDeviceOperation,64,399816.0
199680,,CopyDeviceOperation,64,399393.0
218112,,CopyDeviceOperation,64,398201.0
260096,,CopyDeviceOperation,64,397300.0
200704,,CopyDeviceOperation,64,397026.0
252928,,CopyDeviceOperation,64,396582.0
209920,,CopyDeviceOperation,64,395751.0
246784,,CopyDeviceOperation,64,395127.0
202752,,CopyDeviceOperation,64,395009.0
242688,,CopyDeviceOperation,64,394643.0
212992,,CopyDeviceOperation,64,393779.0
256000,,CopyDeviceOperation,64,393296.0
205824,,CopyDeviceOperation,64,392323.0
211968,,CopyDeviceOperation,64,392239.0
225280,,CopyDeviceOperation,64,389750.0
234496,,CopyDeviceOperation,64,388614.0
208896,,CopyDeviceOperation,64,388003.0
233472,,CopyDeviceOperation,64,385692.0
251904,,CopyDeviceOperation,64,385251.0
215040,,CopyDeviceOperation,64,385192.0
238592,,CopyDeviceOperation,64,384595.0
258048,,CopyDeviceOperation,64,383517.0
232448,,CopyDeviceOperation,64,378729.0
2164736,1,MatmulDeviceOperation,64,305977.0
2253824,1,MatmulDeviceOperation,64,305873.0
1986560,1,MatmulDeviceOperation,64,305678.0
629760,,MatmulDeviceOperation,64,305396.0
1104896,,MatmulDeviceOperation,64,305229.0
421888,,MatmulDeviceOperation,64,305086.0
1719296,1,MatmulDeviceOperation,64,304736.0
336896,,MatmulDeviceOperation,64,304489.0
396288,,MatmulDeviceOperation,64,304415.0
659456,,MatmulDeviceOperation,64,304357.0
1333248,1,MatmulDeviceOperation,64,304338.0
718848,,MatmulDeviceOperation,64,304282.0
1574912,1,MatmulDeviceOperation,64,304209.0
901120,,MatmulDeviceOperation,64,304163.0
2075648,1,MatmulDeviceOperation,64,304054.0
1748992,1,MatmulDeviceOperation,64,303956.0
1362944,1,MatmulDeviceOperation,64,303901.0
1541120,1,MatmulDeviceOperation,64,303849.0
1511424,1,MatmulDeviceOperation,64,303826.0
1901568,1,MatmulDeviceOperation,64,303687.0
807936,,MatmulDeviceOperation,64,303658.0
1778688,1,MatmulDeviceOperation,64,303623.0
2105344,1,MatmulDeviceOperation,64,303553.0
1456128,1,MatmulDeviceOperation,64,303531.0
1634304,1,MatmulDeviceOperation,64,303509.0
1897472,1,MatmulDeviceOperation,64,303479.0
1808384,1,MatmulDeviceOperation,64,303442.0
1253376,,MatmulDeviceOperation,64,303425.0
956416,,MatmulDeviceOperation,64,303395.0
1570816,1,MatmulDeviceOperation,64,303386.0
1659904,1,MatmulDeviceOperation,64,303358.0
1392640,1,MatmulDeviceOperation,64,303283.0
1452032,1,MatmulDeviceOperation,64,303276.0
1337344,1,MatmulDeviceOperation,64,303256.0
1689600,1,MatmulDeviceOperation,64,303114.0
1164288,,MatmulDeviceOperation,64,303080.0
1838080,1,MatmulDeviceOperation,64,303034.0
510976,,MatmulDeviceOperation,64,302943.0
633856,,MatmulDeviceOperation,64,302906.0
2079744,1,MatmulDeviceOperation,64,302906.0
2224128,1,MatmulDeviceOperation,64,302859.0
1134592,,MatmulDeviceOperation,64,302790.0
867328,,MatmulDeviceOperation,64,302726.0
1927168,1,MatmulDeviceOperation,64,302692.0
1045504,,MatmulDeviceOperation,64,302635.0
451584,,MatmulDeviceOperation,64,302624.0
332800,,MatmulDeviceOperation,64,302620.0
1956864,1,MatmulDeviceOperation,64,302560.0
748544,,MatmulDeviceOperation,64,302530.0
362496,,MatmulDeviceOperation,64,302527.0
1227776,,MatmulDeviceOperation,64,302458.0
1867776,1,MatmulDeviceOperation,64,302458.0
1871872,1,MatmulDeviceOperation,64,302452.0
837632,,MatmulDeviceOperation,64,302447.0
1426432,1,MatmulDeviceOperation,64,302447.0
926720,,MatmulDeviceOperation,64,302423.0
544768,,MatmulDeviceOperation,64,302318.0
2139136,1,MatmulDeviceOperation,64,302302.0
1019904,,MatmulDeviceOperation,64,302282.0
485376,,MatmulDeviceOperation,64,302236.0
930816,,MatmulDeviceOperation,64,302178.0
986112,,MatmulDeviceOperation,64,302153.0
2109440,1,MatmulDeviceOperation,64,302149.0
570368,,MatmulDeviceOperation,64,302044.0
1960960,1,MatmulDeviceOperation,64,302030.0
2168832,1,MatmulDeviceOperation,64,301998.0
1049600,,MatmulDeviceOperation,64,301994.0
1108992,,MatmulDeviceOperation,64,301953.0
1481728,1,MatmulDeviceOperation,64,301939.0
1223680,,MatmulDeviceOperation,64,301913.0
1812480,1,MatmulDeviceOperation,64,301906.0
1075200,,MatmulDeviceOperation,64,301738.0
1193984,,MatmulDeviceOperation,64,301727.0
2257920,1,MatmulDeviceOperation,64,301704.0
2194432,1,MatmulDeviceOperation,64,301683.0
1723392,1,MatmulDeviceOperation,64,301665.0
1257472,,MatmulDeviceOperation,64,301659.0
1931264,1,MatmulDeviceOperation,64,301658.0
1600512,1,MatmulDeviceOperation,64,301638.0
897024,,MatmulDeviceOperation,64,301635.0
990208,,MatmulDeviceOperation,64,301627.0
600064,,MatmulDeviceOperation,64,301604.0
2135040,1,MatmulDeviceOperation,64,301589.0
1664000,1,MatmulDeviceOperation,64,301571.0
752640,,MatmulDeviceOperation,64,301544.0
1515520,1,MatmulDeviceOperation,64,301487.0
778240,,MatmulDeviceOperation,64,301473.0
841728,,MatmulDeviceOperation,64,301449.0
2020352,1,MatmulDeviceOperation,64,301444.0
1422336,1,MatmulDeviceOperation,64,301396.0
689152,,MatmulDeviceOperation,64,301311.0
2045952,1,MatmulDeviceOperation,64,301267.0
1015808,,MatmulDeviceOperation,64,301247.0
1079296,,MatmulDeviceOperation,64,301231.0
2050048,1,MatmulDeviceOperation,64,301171.0
392192,,MatmulDeviceOperation,64,301069.0
1782784,1,MatmulDeviceOperation,64,301032.0
1693696,1,MatmulDeviceOperation,64,300862.0
2228224,1,MatmulDeviceOperation,64,300849.0
812032,,MatmulDeviceOperation,64,300815.0
481280,,MatmulDeviceOperation,64,300712.0
1604608,1,MatmulDeviceOperation,64,300672.0
1138688,,MatmulDeviceOperation,64,300600.0
425984,,MatmulDeviceOperation,64,300573.0
1630208,1,MatmulDeviceOperation,64,300510.0
515072,,MatmulDeviceOperation,64,300438.0
1545216,1,MatmulDeviceOperation,64,300438.0
2016256,1,MatmulDeviceOperation,64,300346.0
1990656,1,MatmulDeviceOperation,64,300316.0
1753088,1,MatmulDeviceOperation,64,300244.0
2198528,1,MatmulDeviceOperation,64,300138.0
1485824,1,MatmulDeviceOperation,64,300043.0
693248,,MatmulDeviceOperation,64,299897.0
663552,,MatmulDeviceOperation,64,299893.0
366592,,MatmulDeviceOperation,64,299803.0
782336,,MatmulDeviceOperation,64,299679.0
871424,,MatmulDeviceOperation,64,299626.0
1842176,1,MatmulDeviceOperation,64,299352.0
455680,,MatmulDeviceOperation,64,299309.0
1367040,1,MatmulDeviceOperation,64,299295.0
960512,,MatmulDeviceOperation,64,299278.0
540672,,MatmulDeviceOperation,64,299185.0
1396736,1,MatmulDeviceOperation,64,298872.0
722944,,MatmulDeviceOperation,64,298793.0
604160,,MatmulDeviceOperation,64,298715.0
1168384,,MatmulDeviceOperation,64,298668.0
574464,,MatmulDeviceOperation,64,298581.0
1198080,,MatmulDeviceOperation,64,297575.0
690176,,MatmulDeviceOperation,64,294555.0
630784,,MatmulDeviceOperation,64,294247.0
1987584,1,MatmulDeviceOperation,64,294199.0
1720320,1,MatmulDeviceOperation,64,294170.0
1957888,1,MatmulDeviceOperation,64,293871.0
1363968,1,MatmulDeviceOperation,64,293849.0
838656,,MatmulDeviceOperation,64,293840.0
1046528,,MatmulDeviceOperation,64,293548.0
2225152,1,MatmulDeviceOperation,64,293417.0
1898496,1,MatmulDeviceOperation,64,293394.0
868352,,MatmulDeviceOperation,64,293368.0
2076672,1,MatmulDeviceOperation,64,293343.0
660480,,MatmulDeviceOperation,64,293174.0
2195456,1,MatmulDeviceOperation,64,293038.0
1076224,,MatmulDeviceOperation,64,292826.0
898048,,MatmulDeviceOperation,64,292698.0
1453056,1,MatmulDeviceOperation,64,292694.0
2254848,1,MatmulDeviceOperation,64,292397.0
927744,,MatmulDeviceOperation,64,292388.0
2046976,1,MatmulDeviceOperation,64,292372.0
363520,,MatmulDeviceOperation,64,292240.0
1165312,,MatmulDeviceOperation,64,292238.0
601088,,MatmulDeviceOperation,64,292161.0
749568,,MatmulDeviceOperation,64,292156.0
1512448,1,MatmulDeviceOperation,64,291931.0
393216,,MatmulDeviceOperation,64,291924.0
541696,,MatmulDeviceOperation,64,291792.0
987136,,MatmulDeviceOperation,64,291780.0
422912,,MatmulDeviceOperation,64,291701.0
1839104,1,MatmulDeviceOperation,64,291635.0
333824,,MatmulDeviceOperation,64,291602.0
719872,,MatmulDeviceOperation,64,291506.0
1750016,1,MatmulDeviceOperation,64,291466.0
2136064,1,MatmulDeviceOperation,64,291456.0
1542144,1,MatmulDeviceOperation,64,291364.0
512000,,MatmulDeviceOperation,64,291356.0
779264,,MatmulDeviceOperation,64,291353.0
1660928,1,MatmulDeviceOperation,64,291313.0
1105920,,MatmulDeviceOperation,64,291279.0
482304,,MatmulDeviceOperation,64,291218.0
957440,,MatmulDeviceOperation,64,291127.0
1423360,1,MatmulDeviceOperation,64,291024.0
1224704,,MatmulDeviceOperation,64,291006.0
2017280,1,MatmulDeviceOperation,64,291001.0
1482752,1,MatmulDeviceOperation,64,290964.0
1690624,1,MatmulDeviceOperation,64,290940.0
452608,,MatmulDeviceOperation,64,290925.0
1601536,1,MatmulDeviceOperation,64,290815.0
1393664,1,MatmulDeviceOperation,64,290780.0
1254400,,MatmulDeviceOperation,64,290770.0
2165760,1,MatmulDeviceOperation,64,290747.0
1809408,1,MatmulDeviceOperation,64,290628.0
1571840,1,MatmulDeviceOperation,64,290614.0
571392,,MatmulDeviceOperation,64,290336.0
1135616,,MatmulDeviceOperation,64,290210.0
1631232,1,MatmulDeviceOperation,64,290133.0
808960,,MatmulDeviceOperation,64,290132.0
1779712,1,MatmulDeviceOperation,64,290127.0
1334272,1,MatmulDeviceOperation,64,289971.0
1928192,1,MatmulDeviceOperation,64,289439.0
1016832,,MatmulDeviceOperation,64,289372.0
1868800,1,MatmulDeviceOperation,64,289330.0
1195008,,MatmulDeviceOperation,64,289153.0
2106368,1,MatmulDeviceOperation,64,288158.0
221184,,CopyDeviceOperation,64,267424.0
224256,,CopyDeviceOperation,64,266616.0
204800,,CopyDeviceOperation,64,264543.0
223232,,CopyDeviceOperation,64,263189.0
239616,,CopyDeviceOperation,64,263140.0
226304,,CopyDeviceOperation,64,260723.0
261120,,CopyDeviceOperation,64,260266.0
206848,,CopyDeviceOperation,64,259615.0
241664,,CopyDeviceOperation,64,258826.0
240640,,CopyDeviceOperation,64,258598.0
227328,,CopyDeviceOperation,64,258527.0
217088,,CopyDeviceOperation,64,258043.0
250880,,CopyDeviceOperation,64,258043.0
245760,,CopyDeviceOperation,64,257740.0
207872,,CopyDeviceOperation,64,257000.0
257024,,CopyDeviceOperation,64,256902.0
229376,,CopyDeviceOperation,64,256540.0
222208,,CopyDeviceOperation,64,256528.0
262144,,CopyDeviceOperation,64,256465.0
243712,,CopyDeviceOperation,64,256396.0
220160,,CopyDeviceOperation,64,255975.0
216064,,CopyDeviceOperation,64,255833.0
254976,,CopyDeviceOperation,64,255833.0
231424,,CopyDeviceOperation,64,254543.0
253952,,CopyDeviceOperation,64,254368.0
249856,,CopyDeviceOperation,64,252460.0
201728,,CopyDeviceOperation,64,251112.0
236544,,CopyDeviceOperation,64,251080.0
259072,,CopyDeviceOperation,64,250962.0
203776,,CopyDeviceOperation,64,250529.0
228352,,CopyDeviceOperation,64,250337.0
210944,,CopyDeviceOperation,64,250229.0
875520,,MatmulDeviceOperation,64,115917.0
1172480,,MatmulDeviceOperation,64,115857.0
2143232,1,MatmulDeviceOperation,64,115707.0
1460224,1,MatmulDeviceOperation,64,115688.0
697344,,MatmulDeviceOperation,64,115653.0
1786880,1,MatmulDeviceOperation,64,115603.0
459776,,MatmulDeviceOperation,64,115588.0
2054144,1,MatmulDeviceOperation,64,115565.0
1519616,1,MatmulDeviceOperation,64,115564.0
400384,,MatmulDeviceOperation,64,115465.0
1994752,1,MatmulDeviceOperation,64,115449.0
905216,,MatmulDeviceOperation,64,115423.0
1697792,1,MatmulDeviceOperation,64,115408.0
845824,,MatmulDeviceOperation,64,115406.0
1935360,1,MatmulDeviceOperation,64,115384.0
2202624,1,MatmulDeviceOperation,64,115375.0
1608704,1,MatmulDeviceOperation,64,115373.0
1727488,1,MatmulDeviceOperation,64,115364.0
1965056,1,MatmulDeviceOperation,64,115331.0
727040,,MatmulDeviceOperation,64,115305.0
430080,,MatmulDeviceOperation,64,115292.0
994304,,MatmulDeviceOperation,64,115275.0
1875968,1,MatmulDeviceOperation,64,115272.0
1083392,,MatmulDeviceOperation,64,115265.0
667648,,MatmulDeviceOperation,64,115263.0
1231872,,MatmulDeviceOperation,64,115251.0
1430528,1,MatmulDeviceOperation,64,115247.0
548864,,MatmulDeviceOperation,64,115243.0
489472,,MatmulDeviceOperation,64,115240.0
1142784,,MatmulDeviceOperation,64,115225.0
277504,,MatmulDeviceOperation,64,115207.0
786432,,MatmulDeviceOperation,64,115202.0
370688,,MatmulDeviceOperation,64,115198.0
608256,,MatmulDeviceOperation,64,115198.0
964608,,MatmulDeviceOperation,64,115193.0
637952,,MatmulDeviceOperation,64,115181.0
2113536,1,MatmulDeviceOperation,64,115178.0
934912,,MatmulDeviceOperation,64,115171.0
578560,,MatmulDeviceOperation,64,115166.0
816128,,MatmulDeviceOperation,64,115158.0
1053696,,MatmulDeviceOperation,64,115157.0
2083840,1,MatmulDeviceOperation,64,115141.0
1489920,1,MatmulDeviceOperation,64,115136.0
1549312,1,MatmulDeviceOperation,64,115133.0
340992,,MatmulDeviceOperation,64,115112.0
1202176,,MatmulDeviceOperation,64,115111.0
1341440,1,MatmulDeviceOperation,64,115101.0
1638400,1,MatmulDeviceOperation,64,115089.0
1400832,1,MatmulDeviceOperation,64,115088.0
1579008,1,MatmulDeviceOperation,64,115070.0
756736,,MatmulDeviceOperation,64,115069.0
1113088,,MatmulDeviceOperation,64,115059.0
2232320,1,MatmulDeviceOperation,64,115054.0
519168,,MatmulDeviceOperation,64,115051.0
2024448,1,MatmulDeviceOperation,64,115046.0
1905664,1,MatmulDeviceOperation,64,115012.0
1024000,,MatmulDeviceOperation,64,114997.0
1668096,1,MatmulDeviceOperation,64,114997.0
1277952,1,MatmulDeviceOperation,64,114964.0
1816576,1,MatmulDeviceOperation,64,114953.0
