call,M,K,N,K_w,cores,ns,cfg,gather_in0,act,in0_mem,in1_mem,in1_dtype,out_mem,bias,fidelity,pm_ideal_ns,fpu_util
2220032,32,3072,131072,3072,64,2279257.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,1453488.0,
1300480,32,3072,23040,3072,60,401043.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,255496.0,
1976320,32,3072,23040,3072,60,400842.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,255496.0,
1739776,32,3072,23040,3072,60,400134.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,255496.0,
1469440,32,3072,23040,3072,60,399783.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,255496.0,
1368064,32,3072,23040,3072,60,399053.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,255496.0,
2043904,32,3072,23040,3072,60,399030.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,255496.0,
2179072,32,3072,23040,3072,60,398951.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,255496.0,
1537024,32,3072,23040,3072,60,398323.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,255496.0,
1638400,32,3072,23040,3072,60,398116.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,255496.0,
2077696,32,3072,23040,3072,60,398078.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,255496.0,
2111488,32,3072,23040,3072,60,397852.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,255496.0,
1503232,32,3072,23040,3072,60,397797.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,255496.0,
1570816,32,3072,23040,3072,60,397056.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,255496.0,
1401856,32,3072,23040,3072,60,396663.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,255496.0,
1874944,32,3072,23040,3072,60,396568.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,255496.0,
1334272,32,3072,23040,3072,60,396564.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,255496.0,
1841152,32,3072,23040,3072,60,396531.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,255496.0,
1773568,32,3072,23040,3072,60,396446.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,255496.0,
2145280,32,3072,23040,3072,60,396065.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,255496.0,
1672192,32,3072,23040,3072,60,395897.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,255496.0,
2010112,32,3072,23040,3072,60,395865.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,255496.0,
