call,M,K,N,K_w,cores,ns,cfg,gather_in0,act,in0_mem,in1_mem,in1_dtype,out_mem,bias,fidelity,pm_ideal_ns,fpu_util
2260992,32,4096,32768,4096,64,683530.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,484496.0,
2164736,32,4096,14336,4096,64,305977.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,211967.0,
2253824,32,4096,14336,4096,64,305873.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,211967.0,
1986560,32,4096,14336,4096,64,305678.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,211967.0,
1719296,32,4096,14336,4096,64,304736.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,211967.0,
1333248,32,4096,14336,4096,64,304338.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,211967.0,
1574912,32,14336,4096,14336,64,304209.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,211967.0,
2075648,32,4096,14336,4096,64,304054.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,211967.0,
1748992,32,4096,14336,4096,64,303956.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,211967.0,
1362944,32,4096,14336,4096,64,303901.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,211967.0,
1541120,32,4096,14336,4096,64,303849.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,211967.0,
1511424,32,4096,14336,4096,64,303826.0,1D mcast,0,SILU,L1_WS,DRAM_IL,BFLOAT8_B,L1_WS,,LoFi,211967.0,
