op_id,replay,op_name,cores,duration_ns
2392064,1,MatmulDeviceOperation,63,2989010.0
1358848,,MatmulDeviceOperation,64,2957327.0
1361920,,ArgMaxDeviceOperation,64,2325409.0
2395136,1,ArgMaxDeviceOperation,63,2321203.0
240640,,CopyDeviceOperation,64,619819.0
294912,,CopyDeviceOperation,64,619222.0
296960,,CopyDeviceOperation,64,613674.0
293888,,CopyDeviceOperation,64,613644.0
220160,,CopyDeviceOperation,64,613623.0
233472,,CopyDeviceOperation,64,613602.0
251904,,CopyDeviceOperation,64,611680.0
283648,,CopyDeviceOperation,64,609472.0
262144,,CopyDeviceOperation,64,609346.0
221184,,CopyDeviceOperation,64,608854.0
206848,,CopyDeviceOperation,64,608432.0
203776,,CopyDeviceOperation,64,608170.0
235520,,CopyDeviceOperation,64,607375.0
239616,,CopyDeviceOperation,64,607130.0
315392,,CopyDeviceOperation,64,607055.0
288768,,CopyDeviceOperation,64,606862.0
258048,,CopyDeviceOperation,64,606519.0
228352,,CopyDeviceOperation,64,606315.0
257024,,CopyDeviceOperation,64,606254.0
211968,,CopyDeviceOperation,64,606111.0
229376,,CopyDeviceOperation,64,605824.0
260096,,CopyDeviceOperation,64,605440.0
303104,,CopyDeviceOperation,64,605078.0
318464,,CopyDeviceOperation,64,604838.0
311296,,CopyDeviceOperation,64,604218.0
324608,,CopyDeviceOperation,64,604012.0
273408,,CopyDeviceOperation,64,603301.0
281600,,CopyDeviceOperation,64,603166.0
275456,,CopyDeviceOperation,64,602632.0
198656,,CopyDeviceOperation,64,602329.0
327680,,CopyDeviceOperation,64,602298.0
310272,,CopyDeviceOperation,64,602182.0
216064,,CopyDeviceOperation,64,602103.0
201728,,CopyDeviceOperation,64,601933.0
212992,,CopyDeviceOperation,64,601526.0
261120,,CopyDeviceOperation,64,601464.0
272384,,CopyDeviceOperation,64,601385.0
202752,,CopyDeviceOperation,64,601303.0
225280,,CopyDeviceOperation,64,601278.0
328704,,CopyDeviceOperation,64,601111.0
224256,,CopyDeviceOperation,64,601107.0
243712,,CopyDeviceOperation,64,601007.0
208896,,CopyDeviceOperation,64,601004.0
291840,,CopyDeviceOperation,64,600804.0
259072,,CopyDeviceOperation,64,600459.0
321536,,CopyDeviceOperation,64,600319.0
278528,,CopyDeviceOperation,64,599942.0
264192,,CopyDeviceOperation,64,599521.0
236544,,CopyDeviceOperation,64,599402.0
314368,,CopyDeviceOperation,64,599382.0
292864,,CopyDeviceOperation,64,599060.0
274432,,CopyDeviceOperation,64,598818.0
207872,,CopyDeviceOperation,64,598723.0
214016,,CopyDeviceOperation,64,598717.0
285696,,CopyDeviceOperation,64,598299.0
290816,,CopyDeviceOperation,64,598128.0
289792,,CopyDeviceOperation,64,597723.0
227328,,CopyDeviceOperation,64,597639.0
231424,,CopyDeviceOperation,64,597550.0
226304,,CopyDeviceOperation,64,597119.0
222208,,CopyDeviceOperation,64,596740.0
270336,,CopyDeviceOperation,64,596580.0
242688,,CopyDeviceOperation,64,595320.0
312320,,CopyDeviceOperation,64,594949.0
223232,,CopyDeviceOperation,64,442298.0
200704,,CopyDeviceOperation,64,428871.0
230400,,CopyDeviceOperation,64,404061.0
301056,,CopyDeviceOperation,64,402300.0
199680,,CopyDeviceOperation,64,401765.0
308224,,CopyDeviceOperation,64,401607.0
237568,,CopyDeviceOperation,64,400291.0
276480,,CopyDeviceOperation,64,399094.0
209920,,CopyDeviceOperation,64,398312.0
326656,,CopyDeviceOperation,64,398043.0
217088,,CopyDeviceOperation,64,397651.0
302080,,CopyDeviceOperation,64,396340.0
322560,,CopyDeviceOperation,64,396274.0
307200,,CopyDeviceOperation,64,395302.0
277504,,CopyDeviceOperation,64,394645.0
271360,,CopyDeviceOperation,64,393954.0
295936,,CopyDeviceOperation,64,393804.0
316416,,CopyDeviceOperation,64,393458.0
238592,,CopyDeviceOperation,64,392845.0
204800,,CopyDeviceOperation,64,392022.0
234496,,CopyDeviceOperation,64,392006.0
241664,,CopyDeviceOperation,64,391915.0
282624,,CopyDeviceOperation,64,391743.0
304128,,CopyDeviceOperation,64,391628.0
246784,,CopyDeviceOperation,64,390307.0
247808,,CopyDeviceOperation,64,389757.0
267264,,CopyDeviceOperation,64,388928.0
319488,,CopyDeviceOperation,64,388441.0
280576,,CopyDeviceOperation,64,388093.0
299008,,CopyDeviceOperation,64,387926.0
254976,,CopyDeviceOperation,64,387463.0
269312,,CopyDeviceOperation,64,386779.0
1355776,,MatmulDeviceOperation,64,305923.0
2204672,1,MatmulDeviceOperation,64,304568.0
1836032,1,MatmulDeviceOperation,64,304219.0
1232896,,MatmulDeviceOperation,64,304142.0
618496,,MatmulDeviceOperation,64,303969.0
1743872,1,MatmulDeviceOperation,64,303902.0
956416,,MatmulDeviceOperation,64,303483.0
1713152,1,MatmulDeviceOperation,64,303133.0
1866752,1,MatmulDeviceOperation,64,302987.0
1202176,,MatmulDeviceOperation,64,302949.0
1171456,,MatmulDeviceOperation,64,302822.0
1897472,1,MatmulDeviceOperation,64,302777.0
495616,,MatmulDeviceOperation,64,302768.0
1682432,1,MatmulDeviceOperation,64,302643.0
464896,,MatmulDeviceOperation,64,302431.0
1620992,1,MatmulDeviceOperation,64,302419.0
1140736,,MatmulDeviceOperation,64,302318.0
833536,,MatmulDeviceOperation,64,302311.0
1651712,1,MatmulDeviceOperation,64,302239.0
1528832,1,MatmulDeviceOperation,64,302231.0
1467392,1,MatmulDeviceOperation,64,302184.0
587776,,MatmulDeviceOperation,64,302148.0
802816,,MatmulDeviceOperation,64,302114.0
2358272,1,MatmulDeviceOperation,64,302086.0
1436672,1,MatmulDeviceOperation,64,302068.0
1958912,1,MatmulDeviceOperation,64,301893.0
2112512,1,MatmulDeviceOperation,64,301785.0
1110016,,MatmulDeviceOperation,64,301746.0
1017856,,MatmulDeviceOperation,64,301706.0
2266112,1,MatmulDeviceOperation,64,301627.0
2388992,1,MatmulDeviceOperation,63,301541.0
2235392,1,MatmulDeviceOperation,64,301509.0
679936,,MatmulDeviceOperation,64,301434.0
1325056,,MatmulDeviceOperation,64,301392.0
2296832,1,MatmulDeviceOperation,64,301389.0
403456,,MatmulDeviceOperation,64,301368.0
864256,,MatmulDeviceOperation,64,301239.0
772096,,MatmulDeviceOperation,64,301163.0
925696,,MatmulDeviceOperation,64,301160.0
526336,,MatmulDeviceOperation,64,301136.0
434176,,MatmulDeviceOperation,64,301125.0
894976,,MatmulDeviceOperation,64,300994.0
1559552,1,MatmulDeviceOperation,64,300939.0
1498112,1,MatmulDeviceOperation,64,300934.0
2020352,1,MatmulDeviceOperation,64,300913.0
1805312,1,MatmulDeviceOperation,64,300872.0
1048576,,MatmulDeviceOperation,64,300746.0
1989632,1,MatmulDeviceOperation,64,300703.0
2051072,1,MatmulDeviceOperation,64,300665.0
1263616,,MatmulDeviceOperation,64,300620.0
2327552,1,MatmulDeviceOperation,64,300536.0
1774592,1,MatmulDeviceOperation,64,300503.0
1079296,,MatmulDeviceOperation,64,300495.0
1294336,,MatmulDeviceOperation,64,300428.0
2081792,1,MatmulDeviceOperation,64,300351.0
710656,,MatmulDeviceOperation,64,300263.0
1928192,1,MatmulDeviceOperation,64,299957.0
741376,,MatmulDeviceOperation,64,299742.0
987136,,MatmulDeviceOperation,64,299621.0
2173952,1,MatmulDeviceOperation,64,299566.0
2143232,1,MatmulDeviceOperation,64,299526.0
649216,,MatmulDeviceOperation,64,299283.0
1590272,1,MatmulDeviceOperation,64,298371.0
557056,,MatmulDeviceOperation,64,298115.0
250880,,CopyDeviceOperation,64,267568.0
287744,,CopyDeviceOperation,64,267475.0
279552,,CopyDeviceOperation,64,266597.0
252928,,CopyDeviceOperation,64,263534.0
320512,,CopyDeviceOperation,64,263327.0
306176,,CopyDeviceOperation,64,262012.0
232448,,CopyDeviceOperation,64,261848.0
305152,,CopyDeviceOperation,64,261658.0
323584,,CopyDeviceOperation,64,261176.0
205824,,CopyDeviceOperation,64,259586.0
245760,,CopyDeviceOperation,64,258546.0
248832,,CopyDeviceOperation,64,258145.0
297984,,CopyDeviceOperation,64,257958.0
325632,,CopyDeviceOperation,64,257692.0
210944,,CopyDeviceOperation,64,257348.0
313344,,CopyDeviceOperation,64,257346.0
263168,,CopyDeviceOperation,64,257221.0
249856,,CopyDeviceOperation,64,256912.0
286720,,CopyDeviceOperation,64,256392.0
215040,,CopyDeviceOperation,64,256232.0
268288,,CopyDeviceOperation,64,255854.0
219136,,CopyDeviceOperation,64,255654.0
256000,,CopyDeviceOperation,64,255434.0
253952,,CopyDeviceOperation,64,254932.0
266240,,CopyDeviceOperation,64,254276.0
284672,,CopyDeviceOperation,64,254095.0
300032,,CopyDeviceOperation,64,253873.0
309248,,CopyDeviceOperation,64,253746.0
317440,,CopyDeviceOperation,64,253149.0
218112,,CopyDeviceOperation,64,252239.0
265216,,CopyDeviceOperation,64,250797.0
244736,,CopyDeviceOperation,64,250334.0
2046976,1,MatmulDeviceOperation,64,144564.0
491520,,MatmulDeviceOperation,64,144442.0
1985536,1,MatmulDeviceOperation,64,144129.0
1013760,,MatmulDeviceOperation,64,144125.0
