call,M,K,N,K_w,cores,ns,cfg,gather_in0,act,in0_mem,in1_mem,in1_dtype,out_mem,bias,fidelity,pm_ideal_ns,fpu_util
2505728,32,3584,152064,3584,56,3325403.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,1967319.0,
1949696,32,18944,3584,18944,56,397710.0,1D mcast,0,,DRAM_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2287616,32,18944,3584,18944,56,397692.0,1D mcast,0,,DRAM_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2502656,32,18944,3584,18944,56,397642.0,1D mcast,0,,DRAM_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
1796096,32,18944,3584,18944,56,397580.0,1D mcast,0,,DRAM_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2471936,32,18944,3584,18944,56,397553.0,1D mcast,0,,DRAM_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
1765376,32,18944,3584,18944,56,397473.0,1D mcast,0,,DRAM_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2103296,32,18944,3584,18944,56,397441.0,1D mcast,0,,DRAM_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
1857536,32,18944,3584,18944,56,397341.0,1D mcast,0,,DRAM_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
1703936,32,18944,3584,18944,56,397309.0,1D mcast,0,,DRAM_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2195456,32,18944,3584,18944,56,397279.0,1D mcast,0,,DRAM_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
1918976,32,18944,3584,18944,56,397266.0,1D mcast,0,,DRAM_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2164736,32,18944,3584,18944,56,397243.0,1D mcast,0,,DRAM_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2256896,32,18944,3584,18944,56,397220.0,1D mcast,0,,DRAM_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
1673216,32,18944,3584,18944,56,397218.0,1D mcast,0,,DRAM_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2134016,32,18944,3584,18944,56,397153.0,1D mcast,0,,DRAM_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2226176,32,18944,3584,18944,56,397114.0,1D mcast,0,,DRAM_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
1980416,32,18944,3584,18944,56,397034.0,1D mcast,0,,DRAM_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2410496,32,18944,3584,18944,56,397002.0,1D mcast,0,,DRAM_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2041856,32,18944,3584,18944,56,396975.0,1D mcast,0,,DRAM_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2011136,32,18944,3584,18944,56,396858.0,1D mcast,0,,DRAM_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2072576,32,18944,3584,18944,56,396853.0,1D mcast,0,,DRAM_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2349056,32,18944,3584,18944,56,396837.0,1D mcast,0,,DRAM_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2441216,32,18944,3584,18944,56,396815.0,1D mcast,0,,DRAM_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2318336,32,18944,3584,18944,56,396800.0,1D mcast,0,,DRAM_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2379776,32,18944,3584,18944,56,396775.0,1D mcast,0,,DRAM_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
1826816,32,18944,3584,18944,56,396692.0,1D mcast,0,,DRAM_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
1888256,32,18944,3584,18944,56,396656.0,1D mcast,0,,DRAM_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
1734656,32,18944,3584,18944,56,396402.0,1D mcast,0,,DRAM_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2222080,32,3584,18944,3584,60,380304.0,1D mcast,0,,L1_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
1945600,32,3584,18944,3584,60,379969.0,1D mcast,0,,L1_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
1730560,32,3584,18944,3584,60,378909.0,1D mcast,0,,L1_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2375680,32,3584,18944,3584,60,378853.0,1D mcast,0,,L1_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
1822720,32,3584,18944,3584,60,378851.0,1D mcast,0,,L1_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
1669120,32,3584,18944,3584,60,378359.0,1D mcast,0,,L1_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2099200,32,3584,18944,3584,60,377837.0,1D mcast,0,,L1_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2498560,32,3584,18944,3584,60,377250.0,1D mcast,0,,L1_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
1792000,32,3584,18944,3584,60,377172.0,1D mcast,0,,L1_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
1884160,32,3584,18944,3584,60,376790.0,1D mcast,0,,L1_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2467840,32,3584,18944,3584,60,376580.0,1D mcast,0,,L1_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2037760,32,3584,18944,3584,60,376384.0,1D mcast,0,,L1_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2283520,32,3584,18944,3584,60,375952.0,1D mcast,0,,L1_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
1699840,32,3584,18944,3584,60,375773.0,1D mcast,0,,L1_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
1853440,32,3584,18944,3584,60,375773.0,1D mcast,0,,L1_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
1761280,32,3584,18944,3584,60,375688.0,1D mcast,0,,L1_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2437120,32,3584,18944,3584,60,375687.0,1D mcast,0,,L1_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2406400,32,3584,18944,3584,60,375521.0,1D mcast,0,,L1_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
1914880,32,3584,18944,3584,60,375470.0,1D mcast,0,,L1_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2469888,32,3584,18944,3584,56,375240.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2129920,32,3584,18944,3584,60,375072.0,1D mcast,0,,L1_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2344960,32,3584,18944,3584,60,374650.0,1D mcast,0,,L1_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2160640,32,3584,18944,3584,60,374396.0,1D mcast,0,,L1_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2314240,32,3584,18944,3584,60,374382.0,1D mcast,0,,L1_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2007040,32,3584,18944,3584,60,374178.0,1D mcast,0,,L1_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
1947648,32,3584,18944,3584,56,374083.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2377728,32,3584,18944,3584,56,373592.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
1701888,32,3584,18944,3584,56,373566.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
1976320,32,3584,18944,3584,60,373506.0,1D mcast,0,,L1_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2500608,32,3584,18944,3584,56,373390.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2070528,32,3584,18944,3584,56,373312.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2254848,32,3584,18944,3584,56,373129.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2224128,32,3584,18944,3584,56,372456.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2252800,32,3584,18944,3584,60,372456.0,1D mcast,0,,L1_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2408448,32,3584,18944,3584,56,372413.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
1978368,32,3584,18944,3584,56,372398.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
1671168,32,3584,18944,3584,56,372195.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2439168,32,3584,18944,3584,56,372106.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
1794048,32,3584,18944,3584,56,372027.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
1763328,32,3584,18944,3584,56,371967.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2068480,32,3584,18944,3584,60,371911.0,1D mcast,0,,L1_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
1855488,32,3584,18944,3584,56,371468.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2131968,32,3584,18944,3584,56,371435.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
1886208,32,3584,18944,3584,56,371164.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
1916928,32,3584,18944,3584,56,371009.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2009088,32,3584,18944,3584,56,370652.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2191360,32,3584,18944,3584,60,370163.0,1D mcast,0,,L1_IL,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2039808,32,3584,18944,3584,56,369901.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2193408,32,3584,18944,3584,56,369872.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
1732608,32,3584,18944,3584,56,369496.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2316288,32,3584,18944,3584,56,369340.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
1824768,32,3584,18944,3584,56,368086.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2101248,32,3584,18944,3584,56,367316.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2347008,32,3584,18944,3584,56,367210.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2162688,32,3584,18944,3584,56,366987.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2285568,32,3584,18944,3584,56,366890.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,245086.0,
2321408,32,3584,4608,3584,56,90864.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,y,HiFi2,59615.0,
2014208,32,3584,4608,3584,56,90332.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,y,HiFi2,59615.0,
1891328,32,3584,4608,3584,56,90319.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,y,HiFi2,59615.0,
1860608,32,3584,4608,3584,56,90312.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,y,HiFi2,59615.0,
2044928,32,3584,4608,3584,56,90217.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,y,HiFi2,59615.0,
2413568,32,3584,4608,3584,56,90164.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,y,HiFi2,59615.0,
2290688,32,3584,4608,3584,56,89671.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,y,HiFi2,59615.0,
2259968,32,3584,4608,3584,56,89651.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,y,HiFi2,59615.0,
1922048,32,3584,4608,3584,56,89644.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,y,HiFi2,59615.0,
2444288,32,3584,4608,3584,56,89509.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,y,HiFi2,59615.0,
2229248,32,3584,4608,3584,56,89386.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,y,HiFi2,59615.0,
1737728,32,3584,4608,3584,56,89305.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,y,HiFi2,59615.0,
1983488,32,3584,4608,3584,56,89281.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,y,HiFi2,59615.0,
1676288,32,3584,4608,3584,56,89173.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,y,HiFi2,59615.0,
1829888,32,3584,4608,3584,56,89010.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,y,HiFi2,59615.0,
2106368,32,3584,4608,3584,56,88995.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,y,HiFi2,59615.0,
1768448,32,3584,4608,3584,56,88927.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,y,HiFi2,59615.0,
2198528,32,3584,4608,3584,56,88810.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,y,HiFi2,59615.0,
1707008,32,3584,4608,3584,56,88778.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,y,HiFi2,59615.0,
