call,M,K,N,K_w,cores,ns,cfg,gather_in0,act,in0_mem,in1_mem,in1_dtype,out_mem,bias,fidelity,pm_ideal_ns,fpu_util
2591744,32,3584,152064,3584,56,3299632.0,1D mcast,0,,L1_WS,DRAM_IL,BFLOAT8_B,DRAM_IL,,HiFi2,1967319.0,
2588672,32,18944,3584,18944,64,540313.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,245086.0,
1759232,32,18944,3584,18944,64,539515.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,245086.0,
2312192,32,18944,3584,18944,64,539277.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,245086.0,
2004992,32,18944,3584,18944,64,539197.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,245086.0,
1789952,32,18944,3584,18944,64,539157.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,245086.0,
1943552,32,18944,3584,18944,64,539152.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,245086.0,
2496512,32,18944,3584,18944,64,539089.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,245086.0,
1974272,32,18944,3584,18944,64,538950.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,245086.0,
2373632,32,18944,3584,18944,64,538896.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,245086.0,
2404352,32,18944,3584,18944,64,538871.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,245086.0,
2557952,32,18944,3584,18944,64,538869.0,DRAM-sharded,,,L1_WS,DRAM_WS,BFLOAT8_B,L1_WS,,HiFi2,245086.0,
